;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana
47885;28/03/2024;2.35 2.21 6 1;151;53;36;35;29;52;172;402;494;477;497;538;485;526;484;512;531;678;616;575;414;283;228;212;284;1;spira;24;8756;61550;VIALE GIOVANNI VICINI;16684;16686;4000/343434;A;21;S;194;113.268.760.258.863;44.498.954.845.287;44.498954845287, 11.3268760258863;483;Giovedì
48021;29/03/2024;0.127 2.9 8 1;176;64;35;20;35;74;220;497;618;538;627;689;675;615;548;588;639;678;720;553;427;268;293;249;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Venerdì
48033;29/03/2024;0.127 2.33 2 1;143;72;37;19;35;80;184;458;564;547;573;632;648;643;644;680;773;789;662;579;400;263;308;266;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Venerdì
48038;29/03/2024;0.127 2.73 6 1;66;30;19;12;19;35;58;199;263;226;261;259;269;225;258;252;326;264;251;200;137;98;95;93;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Venerdì
48141;29/03/2024;2.19 0.127 8 1;63;19;18;11;21;40;122;341;460;356;357;450;393;395;426;355;466;489;477;355;267;132;117;82;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Venerdì
48143;29/03/2024;2.19 2.82 4 1;20;7;6;4;1;13;26;98;101;120;118;145;101;97;117;106;115;130;118;80;61;36;26;20;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Venerdì
48144;29/03/2024;2.21 2.35 8 1;393;232;125;72;107;214;543;1509;1810;1805;1845;1848;1899;1713;1693;1839;1814;1903;1805;1641;1237;802;686;686;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Venerdì
48145;29/03/2024;2.26 2.27 8 1;129;49;34;73;102;117;250;606;723;654;683;763;772;702;664;695;773;867;763;606;452;286;246;189;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;112.878.487.733.012;44.512.090.924.049;44.512090924049, 11.2878487733012;452;Venerdì
48146;29/03/2024;2.29 2.28 4 1;39;27;13;6;18;28;68;226;222;268;249;275;257;214;240;245;320;285;264;224;144;100;75;69;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Venerdì
48151;29/03/2024;2.38 2.35 4 1;263;183;84;44;71;109;236;521;659;680;778;860;915;805;849;830;855;954;848;810;580;447;471;497;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Venerdì
48152;29/03/2024;2.40 2.21 8 1;255;161;66;54;68;173;518;1137;1331;1278;1309;1307;1434;1354;1217;1375;1487;1505;1497;1260;1003;640;542;449;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Venerdì
48153;29/03/2024;2.82 2.18 2 2;48;20;14;9;13;44;90;221;273;292;377;397;360;351;336;340;356;387;357;280;198;117;67;71;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;113.132.064.397.937;445.039.186.889.583;44.5039186889583, 11.3132064397937;508;Venerdì
48294;30/03/2024;0.127 2.10 8 1;17;12;8;1;3;4;8;25;31;55;73;95;92;65;43;78;63;66;71;63;40;39;21;30;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Sabato
48295;30/03/2024;0.127 2.10 10 2;42;28;24;12;7;14;23;40;59;75;107;117;127;97;89;96;94;119;107;106;94;70;73;63;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Sabato
48299;30/03/2024;0.127 2.18 10 2;8;3;2;4;3;7;9;20;35;50;54;60;54;37;38;40;35;40;47;37;24;24;14;10;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Sabato
48304;30/03/2024;0.127 2.30 2 1;222;150;103;81;68;82;131;282;415;628;813;865;847;711;648;677;721;674;639;622;476;331;272;264;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Sabato
48305;30/03/2024;0.127 2.30 6 1;170;100;66;41;55;113;276;318;475;660;814;997;940;677;643;625;753;708;770;699;485;326;206;232;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Sabato
48312;30/03/2024;0.127 2.82 8 1;26;12;1;3;6;10;25;49;52;100;106;106;115;75;81;81;91;93;89;73;42;41;20;21;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Sabato
48417;30/03/2024;2.18 2.19 8 1;376;226;134;102;97;203;348;557;860;1283;1673;1816;1789;1237;1204;1366;1453;1466;1592;1399;997;717;589;527;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Sabato
48418;30/03/2024;2.18 2.82 6 1;14;9;5;4;5;9;12;26;56;86;113;134;106;69;64;74;72;79;79;65;35;26;17;13;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Sabato
48423;30/03/2024;2.19 2.19 7 1;101;48;12;7;15;28;93;161;248;381;511;568;533;370;379;393;449;441;460;470;310;213;170;150;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Sabato
48424;30/03/2024;2.19 2.19 8 1;256;157;117;87;70;161;230;380;580;830;1097;1183;1196;821;785;907;954;990;1059;880;647;492;401;365;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Sabato
48430;30/03/2024;2.28 2.29 8 1;130;86;71;45;89;96;127;210;292;359;426;481;397;338;321;370;358;367;337;322;251;164;154;141;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Sabato
48432;30/03/2024;2.30 0.127 6 1;259;153;101;62;77;151;351;462;660;939;1172;1389;1315;993;886;885;1044;973;1080;1027;709;412;311;331;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Sabato
48433;30/03/2024;2.30 2.29 4 1;71;44;32;21;28;38;62;102;159;227;291;290;265;216;198;193;207;235;246;220;153;101;75;91;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Sabato
48434;30/03/2024;2.30 2.31 8 1;32;18;22;18;34;33;33;52;50;55;58;65;59;50;53;57;47;57;47;45;31;23;21;28;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Sabato
48436;30/03/2024;2.31 2.82 2 1;44;18;14;12;16;23;42;72;125;200;274;266;275;214;182;178;226;214;202;176;144;78;53;42;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Sabato
48437;30/03/2024;2.35 2.38 8 1;136;98;58;30;43;74;105;215;308;463;631;698;590;469;475;451;522;509;499;512;389;210;237;197;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Sabato
48438;30/03/2024;2.82 2.18 2 1;74;31;24;13;15;27;54;111;163;279;376;354;345;269;238;233;289;295;293;232;163;95;72;68;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Sabato
48988;25/04/2024;0.127 2.32 10 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;944;2;spira;966;6839;52400;VIA AURELIO SAFFI;14440;15794;4000/343434;A;304;O;66;113.191.042.721.411;445.021.139.763.231;44.5021139763231, 11.3191042721411;58;Giovedì
49256;26/04/2024;0.127 2.18 8 1;243;134;63;55;79;201;572;1364;1418;1600;1870;1983;1729;1456;1518;1639;1709;1668;1573;1422;1127;775;652;702;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Venerdì
49259;26/04/2024;0.127 2.30 2 1;144;63;56;34;52;100;197;530;691;716;887;946;919;916;990;943;1115;1132;883;819;632;311;313;274;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Venerdì
49545;27/04/2024;0.127 2.32 10 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;944;2;spira;966;6839;52400;VIA AURELIO SAFFI;14440;15794;4000/343434;A;304;O;66;113.191.042.721.411;445.021.139.763.231;44.5021139763231, 11.3191042721411;58;Sabato
49822;28/04/2024;0.127 2.32 10 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;944;2;spira;966;6839;52400;VIA AURELIO SAFFI;14440;15794;4000/343434;A;304;O;66;113.191.042.721.411;445.021.139.763.231;44.5021139763231, 11.3191042721411;58;Domenica
49825;28/04/2024;0.127 2.73 6 1;79;72;55;26;17;19;24;57;102;173;272;296;280;400;308;217;212;246;242;317;182;129;98;80;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Domenica
50075;29/04/2024;0.127 2.5 4 1;9;8;3;2;1;4;21;106;182;143;127;153;150;146;110;100;160;161;197;176;121;65;38;23;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;113.260.133.446.752;444.905.328.608.867;44.4905328608867, 11.3260133446752;70;Lunedì
50080;29/04/2024;0.127 2.10 10 2;29;13;13;7;10;20;65;140;188;153;135;117;130;140;122;127;143;147;169;125;116;54;45;43;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Lunedì
50087;29/04/2024;0.127 2.33 10 1;109;41;19;15;31;53;142;469;544;439;393;380;445;409;439;474;478;506;493;421;321;188;187;160;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Lunedì
50089;29/04/2024;0.127 2.73 6 1;46;19;8;11;15;28;73;284;296;236;259;289;270;173;192;264;287;269;245;247;243;93;84;157;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Lunedì
50190;29/04/2024;1.9 0.127 6 1;7;3;3;3;2;1;6;28;20;23;28;31;25;27;29;23;34;19;26;23;20;10;10;14;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Lunedì
50193;29/04/2024;1.11 2.10 4 1;25;12;7;7;9;10;22;69;102;65;92;70;86;88;90;84;102;109;115;136;82;39;31;23;787;1;spira;1131;939;30450;VIA S.ISAIA;13554;41;4000/343434;A;322;;63;113.357.757.807.336;444.932.825.534.639;44.4932825534639, 11.3357757807336;349;Lunedì
50197;29/04/2024;2.2 2.2 8 1;98;43;17;12;34;82;227;758;890;779;656;617;606;565;614;660;707;828;753;651;499;321;232;194;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Lunedì
50200;29/04/2024;2.8 2.2 4 1;40;22;11;6;8;30;88;358;564;430;311;433;404;396;407;414;564;611;623;548;341;149;105;135;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Lunedì
50202;29/04/2024;2.10 2.21 6 1;131;59;30;31;41;74;238;1094;1149;945;892;875;841;851;1009;960;981;921;929;814;544;319;256;220;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Lunedì
50211;29/04/2024;2.21 2.10 6 1;177;94;52;19;46;104;430;1181;1382;1135;973;1008;986;1050;1082;984;1251;1327;1453;1178;911;466;355;257;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Lunedì
50216;29/04/2024;2.27 2.26 4 1;23;9;5;7;23;40;89;140;196;169;132;149;141;110;135;143;170;180;159;123;116;57;47;40;304;1;spira;44;5940;21400;VIA EMILIA PONENTE;13714;8592;4000/343434;A;13;NO;63;112.898.176.294.478;445.113.136.553.154;44.5113136553154, 11.2898176294478;454;Lunedì
50218;29/04/2024;2.29 2.30 8 1;81;37;20;22;48;62;157;424;510;384;418;408;386;363;356;360;489;505;487;359;284;154;105;113;298;1;spira;38;2667;21400;VIA EMILIA PONENTE;8803;8796;4000/343434;A;15;E;250;113.045.448.702.598;445.071.858.270.783;44.5071858270783, 11.3045448702598;462;Lunedì
50219;29/04/2024;2.30 2.29 4 1;39;20;10;11;17;35;79;115;191;250;247;196;245;243;233;241;276;283;255;261;177;103;55;80;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Lunedì
50220;29/04/2024;2.31 2.30 4 1;149;81;49;32;52;98;220;720;766;728;763;756;751;736;828;813;827;839;877;791;611;359;311;261;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Lunedì
50221;29/04/2024;2.33 0.127 6 1;32;15;5;4;14;26;103;341;466;279;242;234;241;222;251;261;284;318;294;260;217;90;71;76;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Lunedì
50223;29/04/2024;2.35 1.9 2 1;67;26;11;11;31;50;101;238;316;338;277;310;285;236;280;295;321;307;357;313;221;124;107;87;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Lunedì
50225;29/04/2024;2.38 3.7 8 1;128;54;25;29;53;99;274;981;1170;858;787;739;755;765;830;817;898;880;882;657;521;360;227;236;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Lunedì
50226;29/04/2024;2.82 2.18 2 1;37;20;8;5;13;51;75;324;359;304;263;333;324;319;318;305;375;375;424;341;270;127;73;59;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Lunedì
50227;29/04/2024;2.82 2.19 8 1;12;9;5;5;2;13;34;194;189;123;104;97;111;121;115;153;217;216;201;163;97;31;28;32;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Lunedì
50378;30/04/2024;0.127 2.33 10 1;112;34;22;17;32;67;152;456;490;402;390;449;445;399;466;490;521;491;506;481;309;273;224;253;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Martedì
50507;30/04/2024;2.21 2.10 6 1;185;90;41;20;45;110;456;1222;1308;1145;1031;1087;1078;1033;1050;1167;1261;1438;1532;1317;1098;667;510;519;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Martedì
50848;02/03/2024;0.127 2.5 4 1;25;21;13;7;6;5;17;36;84;144;140;143;185;141;93;109;91;123;129;116;126;73;54;54;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;113.260.133.446.752;444.905.328.608.867;44.4905328608867, 11.3260133446752;70;Sabato
50855;02/03/2024;0.127 2.10 8 1;29;20;10;8;9;10;16;68;66;76;91;95;100;114;84;67;90;86;87;148;82;53;45;72;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Sabato
50860;02/03/2024;0.127 2.18 8 1;578;351;166;97;107;189;386;1069;1234;1421;1607;1748;1966;1441;1325;1528;1567;1597;1623;1681;1336;840;761;789;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Sabato
50862;02/03/2024;0.127 2.18 10 2;12;9;2;2;1;5;16;16;34;49;59;80;51;41;42;63;40;53;50;34;27;22;10;17;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Sabato
50865;02/03/2024;0.127 2.30 6 1;363;168;90;49;50;101;298;453;534;706;809;844;903;770;679;715;740;864;837;792;582;354;315;362;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Sabato
50875;02/03/2024;0.127 2.73 6 1;85;57;35;33;13;21;42;123;204;249;303;318;277;253;195;243;266;249;277;209;191;135;113;234;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Sabato
50968;02/03/2024;1.9 1.8 2 1;127;83;46;38;30;51;71;133;164;196;233;249;239;211;148;196;210;202;230;194;234;144;147;157;282;1;spira;21;962;22100;VIA S.FELICE;13540;67;4000/343434;A;294;SE;247;113.313.093.788.363;444.977.990.469.653;44.4977990469653, 11.3313093788363;398;Sabato
50987;02/03/2024;2.8 2.2 4 1;111;93;63;47;19;32;49;159;222;375;389;561;530;399;232;380;405;346;343;376;262;149;112;152;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Sabato
50989;02/03/2024;2.9 2.10 8 1;193;119;66;49;46;61;134;305;333;564;608;642;774;592;502;563;581;505;583;646;437;357;310;396;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Sabato
50996;02/03/2024;2.19 2.19 6 1;101;49;30;17;12;36;71;211;252;319;376;462;514;384;295;315;347;361;351;338;280;143;109;180;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Sabato
50997;02/03/2024;2.20 2.40 8 1;367;237;108;67;57;102;202;643;753;836;966;1114;1276;927;843;964;1062;1042;1126;1178;897;580;469;469;273;1;spira;10;9667;52300;VIA SABOTINO;17116;4724;4000/343434;A;23;E;270;113.213.155.857.597;444.971.637.930.601;44.4971637930601, 11.3213155857597;441;Sabato
50998;02/03/2024;2.25 2.26 8 1;88;46;36;22;26;48;93;199;293;417;508;576;510;333;361;404;401;379;379;392;266;160;131;144;307;1;spira;49;4910;21400;VIA EMILIA PONENTE;15796;8684;4000/343434;A;11;E;240;112.815.106.068.203;445.151.596.315.856;44.5151596315856, 11.2815106068203;449;Sabato
50999;02/03/2024;2.26 2.27 8 1;306;196;105;71;104;133;151;269;413;592;716;790;735;542;541;566;589;580;574;598;473;272;203;260;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;112.878.487.733.012;44.512.090.924.049;44.512090924049, 11.2878487733012;452;Sabato
51001;02/03/2024;2.28 0.127 6 1;20;11;10;4;4;3;7;13;36;47;69;95;94;64;57;61;74;74;61;56;71;39;27;35;301;2;spira;41;2612;21400;VIA EMILIA PONENTE;8742;8739;;A;14;E;75;112.969.389.020.555;445.088.642.358.691;44.5088642358691, 11.2969389020555;457;Sabato
51002;02/03/2024;2.29 2.28 4 1;71;34;23;19;17;26;40;83;180;228;266;293;311;199;175;195;218;210;218;255;162;89;74;87;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Sabato
51003;02/03/2024;2.30 0.127 6 1;513;262;140;78;74;151;398;661;849;1042;1278;1139;1332;1177;1043;1067;1109;1182;1183;1181;894;509;457;525;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Sabato
51004;02/03/2024;2.30 2.31 8 1;37;26;13;13;26;27;36;52;59;65;56;62;65;46;55;54;47;40;45;47;35;27;33;31;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Sabato
51009;02/03/2024;2.82 2.31 6 1;24;10;7;5;3;10;39;64;87;139;144;168;146;118;104;104;132;152;135;123;74;44;32;43;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Sabato
51425;13/03/2024;2.10 2.21 6 1;139;65;33;23;38;78;281;1171;1490;1133;908;838;925;950;955;857;880;991;998;903;658;340;258;377;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Mercoledì
51440;13/03/2024;2.29 2.28 4 1;37;22;6;8;11;26;59;333;458;293;224;232;229;226;232;227;330;358;360;260;159;103;74;60;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Mercoledì
51443;13/03/2024;2.31 2.82 2 1;30;8;3;2;5;26;50;175;260;158;187;271;226;233;213;226;270;298;300;272;154;75;49;52;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Mercoledì
51449;13/03/2024;2.38 3.7 8 1;127;50;33;31;48;87;254;1003;1220;1005;707;728;733;716;813;780;845;917;915;810;592;305;220;229;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Mercoledì
51590;14/03/2024;0.127 2.18 10 2;11;2;2;4;1;6;17;35;24;52;56;51;51;39;45;51;78;49;47;34;59;22;11;11;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Giovedì
51591;14/03/2024;0.127 2.20 2 1;81;50;15;8;14;50;99;401;474;369;372;335;339;381;427;431;547;528;485;458;351;192;161;162;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Giovedì
51594;14/03/2024;0.127 2.30 2 1;181;65;43;36;53;146;301;853;1050;872;827;864;883;914;965;1109;1151;1208;1249;964;684;449;366;324;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Giovedì
51701;14/03/2024;1.11 2.10 4 1;27;26;12;6;16;16;25;55;102;129;82;101;108;99;98;85;88;119;140;140;77;47;51;44;787;1;spira;1131;939;30450;VIA S.ISAIA;13554;41;4000/343434;A;322;;63;113.357.757.807.336;444.932.825.534.639;44.4932825534639, 11.3357757807336;349;Giovedì
